merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0288,Jed Bakery,مخبز جدة,food,True,"[""JED BAKERY"", ""JEDBAKERY"", ""JEDBAKERY1"", ""JEDBAKERY2"", ""JED_BAKERY"", ""SP*JEDBAKER""]",59.49,23.8,none,,"[""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0289,Njran Mall,مول نجران,shopping,True,"[""NJRAN MALL"", ""NJRANMALL"", ""NJRANMALL1"", ""NJRAN_MALL"", ""NM"", ""SP*NJRANMAL""]",525.42,315.25,none,,"[""ABHA""]"
M0290,Jizan Shop,محل جازان,shopping,True,"[""JIZAN SHOP"", ""JIZANSHOP"", ""JIZANSHOP1"", ""JIZANSHOP2"", ""JIZAN_SHOP"", ""SP*JIZANSHO""]",372.35,223.41,none,,"[""DMM"", ""KHOBAR"", ""MAK""]"
M0291,Dmm Mall,مول الدمام,shopping,True,"[""DM"", ""DMM MALL"", ""DMMM*"", ""DMMMALL"", ""DMM_MALL"", ""SP*DMMMALL""]",689.51,413.71,none,,"[""KHOBAR"", ""NJRAN""]"
M0292,Abha Supermarket,سوبر ماركت أبها,groceries,True,"[""ABHA SUPERMARKET"", ""ABHASUPERMARKET"", ""ABHASUPERMARKET1"", ""ABHA_SUPERMARKET"", ""AS"", ""SP*ABHASUPE""]",287.04,143.52,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0293,Jed Telecom,اتصالات جدة,telecom,True,"[""JED TELECOM"", ""JEDT*"", ""JEDTELECOM"", ""JED_TELECOM"", ""JT"", ""SP*JEDTELEC""]",128.87,38.66,monthly,,"[""JED"", ""MAD"", ""MAK""]"
M0294,Bin Dawood,بن داود,groceries,True,"[""BD"", ""BIN DAWOOD"", ""BIND*"", ""BINDAWOOD"", ""BIN_DAWOOD"", ""SP*BINDAWOO""]",132.36,66.18,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0295,Mak Restaurant,مطعم مكة,food,True,"[""MAK RESTAURANT"", ""MAKR*"", ""MAKRESTAURANT"", ""MAKRESTAURANT1"", ""MAK_RESTAURANT"", ""SP*MAKRESTA""]",40.01,16.0,none,,"[""JED""]"
M0296,Qassim Clinic,عيادة القصيم,health,True,"[""QASSIM CLINIC"", ""QASSIMCLINIC"", ""QASSIMCLINIC1"", ""QASSIMCLINIC2"", ""QASSIM_CLINIC"", ""SP*QASSIMCL""]",231.39,115.69,none,,"[""HAIL"", ""MAK"", ""NJRAN""]"
M0297,Vox Cinemas,فوكس سينما,entertainment,False,"[""SP*VOXCINEM"", ""VC"", ""VOX CINEMAS"", ""VOXC*"", ""VOXCINEMAS"", ""VOX_CINEMAS""]",75.87,22.76,none,,"[""QASSIM"", ""TIF""]"
M0298,Domino's Pizza,دومينوز بيتزا,food,True,"[""DOMI*"", ""DOMINOS PIZZA"", ""DOMINOSPIZZA"", ""DOMINOS_PIZZA"", ""DP"", ""SP*DOMINOSP""]",65.17,26.07,none,HUNGERSTATION,"[""ABHA"", ""MAK"", ""TABUK""]"
M0299,Qassim Mall,مول القصيم,shopping,True,"[""QASSIM MALL"", ""QASSIMMALL"", ""QASSIMMALL1"", ""QASSIMMALL2"", ""QASSIMMALL3"", ""QASSIM_MALL""]",321.85,193.11,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0300,Mak Services,خدمات مكة,bills,True,"[""MAK SERVICES"", ""MAKSERVICES"", ""MAKSERVICES1"", ""MAKSERVICES2"", ""MAK_SERVICES"", ""SP*MAKSERVI""]",84.14,29.45,monthly,,"[""KHOBAR""]"
M0301,Jed Bistro,بيسترو جدة,food,True,"[""JED BISTRO"", ""JEDB*"", ""JEDBISTRO"", ""JEDBISTRO1"", ""JED_BISTRO"", ""SP*JEDBISTR""]",89.07,35.63,none,,"[""ABHA"", ""MAD"", ""YANBU""]"
M0302,Khobar Mall,مول الخبر,shopping,True,"[""KHOBAR MALL"", ""KHOBARMALL"", ""KHOBARMALL1"", ""KHOBAR_MALL"", ""KM"", ""SP*KHOBARMA""]",358.24,214.94,none,,"[""ABHA"", ""KHOBAR"", ""NJRAN""]"
M0303,Qassim Medical Center,مركز طبي القصيم,health,True,"[""QASSIM MEDICAL CENTER"", ""QASSIMMEDICALCENTER"", ""QASSIMMEDICALCENTER1"", ""QASSIM_MEDICAL_CENTER"", ""QMC"", ""SP*QASSIMME""]",287.76,143.88,none,,"[""DMM"", ""MAD"", ""MAK"", ""RYD""]"
M0304,Yanbu Pharmacy,صيدلية ينبع,health,True,"[""SP*YANBUPHA"", ""YANBU PHARMACY"", ""YANBUPHARMACY"", ""YANBUPHARMACY1"", ""YANBUPHARMACY2"", ""YANBU_PHARMACY""]",57.08,28.54,none,,"[""DMM"", ""NJRAN""]"
M0305,Dmm Gas Station,محطة بنزين الدمام,transport,True,"[""DGS"", ""DMM GAS STATION"", ""DMMGASSTATION"", ""DMMGASSTATION1"", ""DMM_GAS_STATION"", ""SP*DMMGASST""]",89.53,40.29,none,,"[""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0306,Khobar Bakery,مخبز الخبر,food,True,"[""KB"", ""KHOB*"", ""KHOBAR BAKERY"", ""KHOBARBAKERY"", ""KHOBAR_BAKERY"", ""SP*KHOBARBA""]",87.76,35.1,none,,"[""KHOBAR"", ""MAD"", ""MAK""]"
M0307,Hail Supermarket,سوبر ماركت حائل,groceries,True,"[""HAIL SUPERMARKET"", ""HAILSUPERMARKET"", ""HAILSUPERMARKET1"", ""HAILSUPERMARKET2"", ""HAIL_SUPERMARKET"", ""SP*HAILSUPE""]",293.36,146.68,none,,"[""ABHA"", ""JED""]"
M0308,Jizan Game Zone,صالة ألعاب جازان,entertainment,True,"[""JGZ"", ""JIZAN GAME ZONE"", ""JIZANGAMEZONE"", ""JIZANGAMEZONE1"", ""JIZAN_GAME_ZONE"", ""SP*JIZANGAM""]",81.37,24.41,none,,"[""DMM"", ""JED"", ""NJRAN""]"
M0309,Yanbu Clinic,عيادة ينبع,health,True,"[""SP*YANBUCLI"", ""YANBU CLINIC"", ""YANBUCLINIC"", ""YANBUCLINIC1"", ""YANBUCLINIC2"", ""YANBU_CLINIC""]",205.83,102.92,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0310,Najiz,ناجز,government,True,"[""NAJI*"", ""NAJIZ"", ""NAJIZ1"", ""NAJIZ2"", ""NAJIZ3"", ""SP*NAJIZ""]",213.72,128.23,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0311,Hail Cafe,مقهى حائل,food,True,"[""HAIL CAFE"", ""HAILCAFE"", ""HAILCAFE1"", ""HAILCAFE2"", ""HAIL_CAFE"", ""SP*HAILCAFE""]",70.14,28.06,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0312,Tif Clinic,عيادة الطائف,health,True,"[""SP*TIFCLINI"", ""TIF CLINIC"", ""TIFCLINIC"", ""TIFCLINIC1"", ""TIFCLINIC2"", ""TIF_CLINIC""]",437.02,218.51,none,,"[""KHOBAR"", ""TIF""]"
M0313,United Pharmacy,الصيدلية المتحدة,health,True,"[""SP*UNITEDPH"", ""UNIT*"", ""UNITED PHARMACY"", ""UNITEDPHARMACY"", ""UNITED_PHARMACY"", ""UP""]",416.21,208.1,none,,"[""RYD"", ""TABUK"", ""TIF""]"
M0314,Qassim Grill,مشوي القصيم,food,True,"[""QASS*"", ""QASSIM GRILL"", ""QASSIMGRILL"", ""QASSIM_GRILL"", ""QG"", ""SP*QASSIMGR""]",84.14,33.66,none,,"[""MAD""]"
M0315,Dmm Club,نادي الدمام,entertainment,True,"[""DMM CLUB"", ""DMMCLUB"", ""DMMCLUB1"", ""DMMCLUB2"", ""DMM_CLUB"", ""SP*DMMCLUB""]",52.91,15.87,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0316,Ryd Grocery,بقالة الرياض,groceries,True,"[""RG"", ""RYD GROCERY"", ""RYDG*"", ""RYDGROCERY"", ""RYD_GROCERY"", ""SP*RYDGROCE""]",315.91,157.96,none,,"[""KHOBAR"", ""RYD""]"
M0317,Ryd Boutique,بوتيك الرياض,shopping,True,"[""RYD BOUTIQUE"", ""RYDBOUTIQUE"", ""RYDBOUTIQUE1"", ""RYDBOUTIQUE2"", ""RYD_BOUTIQUE"", ""SP*RYDBOUTI""]",596.75,358.05,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0318,Tif Service Center,مركز خدمة الطائف,government,True,"[""SP*TIFSERVI"", ""TIF SERVICE CENTER"", ""TIFSERVICECENTER"", ""TIFSERVICECENTER1"", ""TIF_SERVICE_CENTER"", ""TSC""]",193.91,116.35,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0319,Cool District Cooling,كول للتبريد المركزي,bills,True,"[""CDC"", ""COOL DISTRICT COOLING"", ""COOL*"", ""COOLDISTRICTCOOLING"", ""COOL_DISTRICT_COOLING"", ""SP*COOLDIST""]",388.26,135.89,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0320,Ryd Diner,مطعم شعبي الرياض,food,True,"[""RD"", ""RYD DINER"", ""RYDD*"", ""RYDDINER"", ""RYD_DINER"", ""SP*RYDDINER""]",46.24,18.5,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0321,Ryd Pharmacy,صيدلية الرياض,health,True,"[""RYD PHARMACY"", ""RYDPHARMACY"", ""RYDPHARMACY1"", ""RYDPHARMACY2"", ""RYD_PHARMACY"", ""SP*RYDPHARM""]",375.94,187.97,none,,"[""DMM"", ""KHOBAR"", ""MAD""]"
M0322,Kudu,كودو,food,True,"[""KUDU"", ""KUDU"", ""KUDU1"", ""KUDU2"", ""KUDU3"", ""SP*KUDU""]",31.53,12.61,none,,"[""NJRAN""]"
M0323,Jed Restaurant,مطعم جدة,food,True,"[""JED RESTAURANT"", ""JEDR*"", ""JEDRESTAURANT"", ""JED_RESTAURANT"", ""JR"", ""SP*JEDRESTA""]",70.09,28.04,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0324,Mad Mobile Shop,محل جوالات المدينة,telecom,True,"[""MAD MOBILE SHOP"", ""MADMOBILESHOP"", ""MADMOBILESHOP1"", ""MAD_MOBILE_SHOP"", ""MMS"", ""SP*MADMOBIL""]",235.21,70.56,monthly,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0325,Ryd Travel Agency,وكالة سفريات الرياض,travel,True,"[""RTA"", ""RYD TRAVEL AGENCY"", ""RYDT*"", ""RYDTRAVELAGENCY"", ""RYD_TRAVEL_AGENCY"", ""SP*RYDTRAVE""]",2077.78,1038.89,none,,"[""HAIL"", ""MAD""]"
M0326,Yanbu Store,محل بقالة ينبع,groceries,True,"[""SP*YANBUSTO"", ""YANBU STORE"", ""YANBUSTORE"", ""YANBUSTORE1"", ""YANBUSTORE2"", ""YANBU_STORE""]",310.94,155.47,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0327,Ryd Game Zone,صالة ألعاب الرياض,entertainment,True,"[""RGZ"", ""RYD GAME ZONE"", ""RYDGAMEZONE"", ""RYDGAMEZONE1"", ""RYD_GAME_ZONE"", ""SP*RYDGAMEZ""]",59.52,17.86,none,,"[""JED"", ""KHOBAR"", ""MAD""]"
M0328,Tif Cafe,مقهى الطائف,food,True,"[""SP*TIFCAFE"", ""TIF CAFE"", ""TIFC*"", ""TIFCAFE"", ""TIFCAFE1"", ""TIF_CAFE""]",83.23,33.29,none,JAHEZ,"[""DMM"", ""JED"", ""MAK"", ""RYD""]"
M0329,Tif Gas Station,محطة بنزين الطائف,transport,True,"[""SP*TIFGASST"", ""TGS"", ""TIF GAS STATION"", ""TIFGASSTATION"", ""TIFGASSTATION1"", ""TIF_GAS_STATION""]",46.54,20.94,none,,"[""DMM"", ""JIZAN""]"
M0330,Hail Taxi Service,تاكسي حائل,transport,True,"[""HAIL TAXI SERVICE"", ""HAILTAXISERVICE"", ""HAILTAXISERVICE1"", ""HAIL_TAXI_SERVICE"", ""HTS"", ""SP*HAILTAXI""]",79.75,35.89,none,,"[""ABHA"", ""DMM""]"
M0331,Starbucks,ستاربكس,food,True,"[""SBUX"", ""SP*STARBUCK"", ""STAR*"", ""STARBUCKS"", ""STARBUCKS"", ""STARBUCKS1""]",28,12,none,,"[""DMM"", ""MAD""]"
M0332,Jizan Utility Co,مرافق جازان,bills,True,"[""JIZAN UTILITY CO"", ""JIZANUTILITYCO"", ""JIZANUTILITYCO1"", ""JIZANUTILITYCO2"", ""JIZAN_UTILITY_CO"", ""SP*JIZANUTI""]",353.4,123.69,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0333,Yanbu Supermarket,سوبر ماركت ينبع,groceries,True,"[""SP*YANBUSUP"", ""YANBU SUPERMARKET"", ""YANBUSUPERMARKET"", ""YANBUSUPERMARKET1"", ""YANBU_SUPERMARKET"", ""YS""]",261.89,130.94,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""RYD""]"
M0334,Dmm Training Center,مركز تدريب الدمام,education,True,"[""DMM TRAINING CENTER"", ""DMMTRAININGCENTER"", ""DMMTRAININGCENTER1"", ""DMM_TRAINING_CENTER"", ""DTC"", ""SP*DMMTRAIN""]",1111.65,555.83,none,,"[""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0335,Tif Charity,جمعية خيرية الطائف,charity,True,"[""SP*TIFCHARI"", ""TIF CHARITY"", ""TIFCHARITY"", ""TIFCHARITY1"", ""TIFCHARITY2"", ""TIF_CHARITY""]",222.72,133.63,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0336,Mad Mobile Shop,محل جوالات المدينة,telecom,True,"[""MAD MOBILE SHOP"", ""MADMOBILESHOP"", ""MADMOBILESHOP1"", ""MAD_MOBILE_SHOP"", ""MMS"", ""SP*MADMOBIL""]",84.77,25.43,monthly,,"[""JIZAN"", ""QASSIM""]"
M0337,Tif Parking,موقف سيارات الطائف,transport,True,"[""SP*TIFPARKI"", ""TIF PARKING"", ""TIFP*"", ""TIFPARKING"", ""TIF_PARKING"", ""TP""]",64.14,28.86,none,,"[""DMM"", ""JED"", ""MAK"", ""RYD""]"
M0338,McDonald's,ماكدونالدز,food,True,"[""MCD"", ""MCD*"", ""MCDONALDS"", ""MCDONALDS"", ""SP*MCD"", ""SP*MCDONALD""]",35,15,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0339,Barn's,بارنز,food,False,"[""BARN'S CAFE"", ""BARN*"", ""BARNS"", ""BARNS"", ""BARNS1"", ""SP*BARNS""]",31.15,12.46,none,,"[""JED""]"
M0340,Tif Diner,مطعم شعبي الطائف,food,True,"[""SP*TIFDINER"", ""TIF DINER"", ""TIFD*"", ""TIFDINER"", ""TIFDINER1"", ""TIF_DINER""]",44.9,17.96,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0341,Tif Pharmacy,صيدلية الطائف,health,True,"[""SP*TIFPHARM"", ""TIF PHARMACY"", ""TIFPHARMACY"", ""TIFPHARMACY1"", ""TIFPHARMACY2"", ""TIF_PHARMACY""]",259.76,129.88,none,,"[""KHOBAR""]"
M0342,Abha Foundation,مؤسسة أبها,charity,True,"[""ABHA FOUNDATION"", ""ABHAFOUNDATION"", ""ABHAFOUNDATION1"", ""ABHA_FOUNDATION"", ""AF"", ""SP*ABHAFOUN""]",205.05,123.03,none,,"[""DMM"", ""JED"", ""MAD""]"
M0343,Hail Cinema,سينما حائل,entertainment,True,"[""HAIL CINEMA"", ""HAILCINEMA"", ""HAILCINEMA1"", ""HAILCINEMA2"", ""HAIL_CINEMA"", ""SP*HAILCINE""]",67.6,20.28,none,,"[""TIF"", ""YANBU""]"
M0344,Mak Restaurant,مطعم مكة,food,True,"[""MAK RESTAURANT"", ""MAKR*"", ""MAKRESTAURANT"", ""MAKRESTAURANT1"", ""MAK_RESTAURANT"", ""SP*MAKRESTA""]",22.43,8.97,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""RYD""]"
M0345,Qassim Diner,مطعم شعبي القصيم,food,True,"[""QASSIM DINER"", ""QASSIMDINER"", ""QASSIMDINER1"", ""QASSIM_DINER"", ""QD"", ""SP*QASSIMDI""]",45.81,18.32,none,,"[""JIZAN"", ""YANBU""]"
M0346,Mad Club,نادي المدينة,entertainment,True,"[""MAD CLUB"", ""MADCLUB"", ""MADCLUB1"", ""MADCLUB2"", ""MAD_CLUB"", ""SP*MADCLUB""]",33.82,10.15,none,,"[""DMM"", ""MAK"", ""RYD""]"
M0347,Papa John's,بابا جونز,food,True,"[""PAPA JOHNS"", ""PAPA*"", ""PAPAJOHNS"", ""PAPA_JOHNS"", ""PJ"", ""SP*PAPAJOHN""]",81.77,32.71,none,JAHEZ,"[""HAIL"", ""TABUK""]"
M0348,Jizan Travel Agency,وكالة سفريات جازان,travel,True,"[""JIZAN TRAVEL AGENCY"", ""JIZANTRAVELAGENCY"", ""JIZANTRAVELAGENCY1"", ""JIZAN_TRAVEL_AGENCY"", ""JTA"", ""SP*JIZANTRA""]",2546.55,1273.28,none,,"[""DMM"", ""MAD"", ""RYD""]"
M0349,Yanbu Telecom,اتصالات ينبع,telecom,True,"[""SP*YANBUTEL"", ""YANBU TELECOM"", ""YANBUTELECOM"", ""YANBUTELECOM1"", ""YANBU_TELECOM"", ""YT""]",211.52,63.46,monthly,,"[""DMM"", ""JED"", ""KHOBAR""]"
M0350,Hail Parking,موقف سيارات حائل,transport,True,"[""HAIL PARKING"", ""HAILPARKING"", ""HAILPARKING1"", ""HAIL_PARKING"", ""HP"", ""SP*HAILPARK""]",64.16,28.87,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0351,Hail Diner,مطعم شعبي حائل,food,True,"[""HAIL DINER"", ""HAILDINER"", ""HAILDINER1"", ""HAIL_DINER"", ""HD"", ""SP*HAILDINE""]",22.09,8.84,none,,"[""DMM"", ""JED"", ""MAK"", ""RYD""]"
M0352,Ryd Clinic,عيادة الرياض,health,True,"[""RC"", ""RYD CLINIC"", ""RYDC*"", ""RYDCLINIC"", ""RYD_CLINIC"", ""SP*RYDCLINI""]",321.13,160.56,none,,"[""KHOBAR"", ""MAD"", ""RYD""]"
M0353,Mak Shop,محل مكة,shopping,True,"[""MAK SHOP"", ""MAKS*"", ""MAKSHOP"", ""MAKSHOP1"", ""MAK_SHOP"", ""SP*MAKSHOP""]",89.26,53.56,none,,"[""DMM"", ""MAD"", ""RYD""]"
M0354,Qassim Utility Co,مرافق القصيم,bills,True,"[""QASSIM UTILITY CO"", ""QASSIMUTILITYCO"", ""QASSIMUTILITYCO1"", ""QASSIM_UTILITY_CO"", ""QUC"", ""SP*QASSIMUT""]",333.47,116.71,monthly,,"[""ABHA"", ""JED""]"
M0355,Yanbu Tours,رحلات ينبع,travel,True,"[""SP*YANBUTOU"", ""YANBU TOURS"", ""YANBUTOURS"", ""YANBUTOURS1"", ""YANBUTOURS2"", ""YANBU_TOURS""]",487.16,243.58,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0356,Tif Clinic,عيادة الطائف,health,True,"[""SP*TIFCLINI"", ""TIF CLINIC"", ""TIFCLINIC"", ""TIFCLINIC1"", ""TIFCLINIC2"", ""TIF_CLINIC""]",48.74,24.37,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0357,Ryd Supermarket,سوبر ماركت الرياض,groceries,True,"[""RS"", ""RYD SUPERMARKET"", ""RYDS*"", ""RYDSUPERMARKET"", ""RYD_SUPERMARKET"", ""SP*RYDSUPER""]",315.88,157.94,none,,"[""MAD"", ""QASSIM""]"
M0358,Khobar Mall,مول الخبر,shopping,True,"[""KHOBAR MALL"", ""KHOBARMALL"", ""KHOBARMALL1"", ""KHOBAR_MALL"", ""KM"", ""SP*KHOBARMA""]",336.38,201.83,none,,"[""JED"", ""TABUK"", ""TIF""]"
M0359,Mad Mall,مول المدينة,shopping,True,"[""MAD MALL"", ""MADM*"", ""MADMALL"", ""MADMALL1"", ""MAD_MALL"", ""SP*MADMALL""]",609.13,365.48,none,,"[""DMM"", ""JED"", ""YANBU""]"
M0360,Hail Travel Agency,وكالة سفريات حائل,travel,True,"[""HAIL TRAVEL AGENCY"", ""HAILTRAVELAGENCY"", ""HAILTRAVELAGENCY1"", ""HAIL_TRAVEL_AGENCY"", ""HTA"", ""SP*HAILTRAV""]",2040.42,1020.21,none,,"[""DMM"", ""MAD"", ""MAK"", ""RYD""]"
M0361,Mak Grocery,بقالة مكة,groceries,True,"[""MAK GROCERY"", ""MAKGROCERY"", ""MAKGROCERY1"", ""MAKGROCERY2"", ""MAK_GROCERY"", ""SP*MAKGROCE""]",263.15,131.57,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0362,Njran Mall,مول نجران,shopping,True,"[""NJRAN MALL"", ""NJRANMALL"", ""NJRANMALL1"", ""NJRAN_MALL"", ""NM"", ""SP*NJRANMAL""]",156.48,93.89,none,,"[""JED"", ""MAD""]"
M0363,Njran Shop,محل نجران,shopping,True,"[""NJRAN SHOP"", ""NJRANSHOP"", ""NJRANSHOP1"", ""NJRANSHOP2"", ""NJRAN_SHOP"", ""SP*NJRANSHO""]",579.87,347.92,none,,"[""DMM"", ""JED"", ""RYD""]"
M0364,OSN,او اس ان,entertainment,True,"[""OSN"", ""OSN1"", ""OSN2"", ""OSN3"", ""OSN4"", ""SP*OSN""]",87.64,26.29,monthly,,"[""MAD""]"
M0365,Jed Clinic,عيادة جدة,health,True,"[""JED CLINIC"", ""JEDCLINIC"", ""JEDCLINIC1"", ""JEDCLINIC2"", ""JED_CLINIC"", ""SP*JEDCLINI""]",425.76,212.88,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0366,Qassim Telecom,اتصالات القصيم,telecom,True,"[""QASSIM TELECOM"", ""QASSIMTELECOM"", ""QASSIMTELECOM1"", ""QASSIM_TELECOM"", ""QT"", ""SP*QASSIMTE""]",236.48,70.94,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0367,Salam,سلام,telecom,True,"[""SALA*"", ""SALAM"", ""SALAM1"", ""SALAM2"", ""SALAM3"", ""SP*SALAM""]",182.77,54.83,monthly,,"[""YANBU""]"
M0368,Tabuk Game Zone,صالة ألعاب تبوك,entertainment,True,"[""SP*TABUKGAM"", ""TABUK GAME ZONE"", ""TABUKGAMEZONE"", ""TABUKGAMEZONE1"", ""TABUK_GAME_ZONE"", ""TGZ""]",81.06,24.32,none,,"[""DMM"", ""JED"", ""MAK""]"
M0369,Dmm Medical Center,مركز طبي الدمام,health,True,"[""DMC"", ""DMM MEDICAL CENTER"", ""DMMMEDICALCENTER"", ""DMMMEDICALCENTER1"", ""DMM_MEDICAL_CENTER"", ""SP*DMMMEDIC""]",412.54,206.27,none,,"[""JED""]"
M0370,Mad Restaurant,مطعم المدينة,food,True,"[""MAD RESTAURANT"", ""MADR*"", ""MADRESTAURANT"", ""MAD_RESTAURANT"", ""MR"", ""SP*MADRESTA""]",66.43,26.57,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0371,Jizan Shop,محل جازان,shopping,True,"[""JIZAN SHOP"", ""JIZANSHOP"", ""JIZANSHOP1"", ""JIZANSHOP2"", ""JIZAN_SHOP"", ""SP*JIZANSHO""]",521.0,312.6,none,,"[""KHOBAR"", ""MAD"", ""RYD""]"
M0372,Jed Supermarket,سوبر ماركت جدة,groceries,True,"[""JED SUPERMARKET"", ""JEDS*"", ""JEDSUPERMARKET"", ""JEDSUPERMARKET1"", ""JED_SUPERMARKET"", ""SP*JEDSUPER""]",250.23,125.11,none,,"[""MAK""]"
M0373,Ryd Fuel Station,محطة وقود الرياض,transport,True,"[""RFS"", ""RYD FUEL STATION"", ""RYDF*"", ""RYDFUELSTATION"", ""RYD_FUEL_STATION"", ""SP*RYDFUELS""]",81.8,36.81,none,,"[""DMM""]"
M0374,Qassim Institute,معهد القصيم,education,True,"[""QASSIM INSTITUTE"", ""QASSIMINSTITUTE"", ""QASSIMINSTITUTE1"", ""QASSIM_INSTITUTE"", ""QI"", ""SP*QASSIMIN""]",1213.6,606.8,none,,"[""JIZAN"", ""MAK"", ""QASSIM""]"
M0375,Abha Restaurant,مطعم أبها,food,True,"[""ABHA RESTAURANT"", ""ABHARESTAURANT"", ""ABHARESTAURANT1"", ""ABHARESTAURANT2"", ""ABHA_RESTAURANT"", ""SP*ABHAREST""]",65.73,26.29,none,MRSOOL,"[""ABHA"", ""MAK"", ""NJRAN""]"
M0376,Njran Boutique,بوتيك نجران,shopping,True,"[""NJRAN BOUTIQUE"", ""NJRANBOUTIQUE"", ""NJRANBOUTIQUE1"", ""NJRANBOUTIQUE2"", ""NJRAN_BOUTIQUE"", ""SP*NJRANBOU""]",305.78,183.47,none,,"[""DMM"", ""NJRAN""]"
M0377,Careem,كريم,transport,True,"[""CARE*"", ""CAREEM"", ""CAREEM"", ""CAREEM*"", ""CAREEM1"", ""SP*CAREEM""]",65.13,29.31,none,,"[""JIZAN"", ""MAD"", ""TABUK""]"
M0378,Aldrees,الدريس,transport,True,"[""AL DREES STATION"", ""ALDR*"", ""ALDREES"", ""ALDREES"", ""ALDREES1"", ""SP*ALDREES""]",191.71,86.27,none,,"[""YANBU""]"
M0379,Al Hammadi Hospital,الحمادي,health,False,"[""AHH"", ""AL HAMMADI HOSPITAL"", ""ALHA*"", ""ALHAMMADIHOSPITAL"", ""AL_HAMMADI_HOSPITAL"", ""SP*ALHAMMAD""]",176.98,88.49,none,,"[""HAIL"", ""JED"", ""NJRAN""]"
M0380,Jed Gas Station,محطة بنزين جدة,transport,True,"[""JED GAS STATION"", ""JEDG*"", ""JEDGASSTATION"", ""JEDGASSTATION1"", ""JED_GAS_STATION"", ""SP*JEDGASST""]",145.77,65.6,none,,"[""ABHA""]"
M0381,Virgin Mobile KSA,فيرجن موبايل,telecom,True,"[""SP*VIRGINMO"", ""VIRG*"", ""VIRGIN MOBILE KSA"", ""VIRGINMOBILEKSA"", ""VIRGIN_MOBILE_KSA"", ""VMK""]",135.98,40.79,monthly,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0382,Abha Game Zone,صالة ألعاب أبها,entertainment,True,"[""ABHA GAME ZONE"", ""ABHAGAMEZONE"", ""ABHAGAMEZONE1"", ""ABHA_GAME_ZONE"", ""AGZ"", ""SP*ABHAGAME""]",44.64,13.39,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0383,Njran Mall,مول نجران,shopping,True,"[""NJRAN MALL"", ""NJRANMALL"", ""NJRANMALL1"", ""NJRAN_MALL"", ""NM"", ""SP*NJRANMAL""]",294.79,176.87,none,,"[""NJRAN""]"
M0384,Tif Supermarket,سوبر ماركت الطائف,groceries,True,"[""SP*TIFSUPER"", ""TIF SUPERMARKET"", ""TIFS*"", ""TIFSUPERMARKET"", ""TIF_SUPERMARKET"", ""TS""]",158.33,79.17,none,,"[""MAK""]"
